Status usu?o;Data-base in?;Ordem;Nota;Tipo de ordem;Status sistema;Loc.instala?;TEXTO;Denomina?;Tipo ativid.PM;
MAOB;12/07/2020;22649770;12343862;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-02;Crash na saida do rejeitor linear;INSPETOR LINATRONIC - K735-H46;120;LINHA 04 - VIDRO
MAOB;11/07/2020;22649779;12343910;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-23-01;CHAPA DE PASSAGEM> NA SAIDA DA RECRAVDOR;RECRAVADORA - K826-2B3;115;LINHA 03 - LATA
MAOB;11/07/2020;22649895;12343818;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-29-10;TRANSPORTE TRAVADO> AO CHEGAR NO TRANSPO;TRANSPORTE LGF-TOP;115;LINHA 02 - VIDRO
MAOB;11/07/2020;22649899;12343941;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-00-03-01-03-02;FALHA NOS SENSORES DA LINHA DE RECOLHA 2;TANCAGEM FERMENTA?O - YST02;120;PROCESSO
MAOB;11/07/2020;22649940;12343774;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-23-01;ENROSCO DE TAMPAS;ARROLHADOR;115;LINHA 02 - VIDRO
MAOB;11/07/2020;22649941;12343775;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-02-09-01;REPOR VIBRADOR NO ARROLHADOR LINHA 4;ENCHEDORA DE GARRAFAS - K136-767;110;LINHA 04 - VIDRO
MAOB;11/07/2020;22649963;12343894;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-36-01;FALHA 2030;DATADOR - ROTULADORA 01;120;LINHA 02 - VIDRO
MAOB;12/07/2020;22649964;12343899;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-17-02-01;Sensor da barreira fora de posi?;ENVOLVEDORA II - K824-2PK;115;LINHA 03 - LATA
MAOB;11/07/2020;22649967;12343978;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-00-05-01-03-01;VALVULA DE SAIDA COM FALHA;FILTRA?O - ANTIOXIDANTE E FILTRADA 01;120;PROCESSO
MAOB;11/07/2020;22649972;12344165;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-29-08;Tombamentos de latas;TRANSPORTE SECADORA I - TAXOMATIC I;120;LINHA 03 - LATA
MAOB;11/07/2020;22649973;12344166;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-12-01;Ajuste no sensor da mesa de rejei?;TAXOMATIC I - K084160;120;LINHA 03 - LATA
MAOB;11/07/2020;22649974;12344168;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-02-01-50;ANOMALIA: COMPUTADOR CLIENTE 01 BRASSAGE;SALA DE PAINEIS CCM;120;PROCESSO
MAOB;11/07/2020;22649983;12343956;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-12-02;Falha no sensor As-i do agregado 2;TAXOMATIC II - K084161;120;LINHA 03 - LATA
MAOB;12/07/2020;22650001;12343914;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-23-01-12;F0929-Erro em s?e no COntrole de Rotul;ROTULAGEM;110;OUTROS
MAOB;11/07/2020;22650003;12343916;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-27-01;COLOCAR EMENDA NA CORRENTE NO TRP R34-16;TRANSPORTE DE PALETES;110;LINHA 04 - VIDRO
MAOB;11/07/2020;22650007;12343983;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-28-02;BLOQUEIO DO TRANSPORTE AEREO.;TRANSPORTE DCX-LCX;110;LINHA 02 - VIDRO
MAOB;11/07/2020;22650008;12343984;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-06-02;EXCESSO DE EXPULS?S POR TONALIDADE.;CHECKMAT TAXOMATIC I;110;LINHA 01 - LATA
MAOB;11/07/2020;22650009;12343986;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-20-01;DESARME DO MOTOR DA MESA 6011-M101.;PALETIZADORA - KR63754;110;LINHA 02 - VIDRO
MAOB;13/07/2020;22650014;12344280;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-12-02;Acionamento da embreagem;TAXOMATIC II - K084161;120;LINHA 03 - LATA
MAOB;12/07/2020;22650015;12344281;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-04-01-02-01;FALHA DE N?EL NA BOMBA DE DIVOSAN;CIP CROSSFLOW;120;PROCESSO
MAOB;12/07/2020;22650044;12344003;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-10;realizado trocar das correntes e tencion;TRANSPORTE LGF-TOP;110;LINHA 02 - VIDRO
MAOB;12/07/2020;22650046;12344005;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-22;retirado anomalia da curva magnetica;TRANSPORTE PZ-RT II;110;LINHA 02 - VIDRO
MAOB;11/07/2020;22650187;12344006;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-01-01;VALVULA DO SC01  EM FALHA;BENEFICIAMENTO 01;120;PROCESSO
MAOB;11/07/2020;22650188;12344008;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-20-01;FALHA NA POSI?O INICIAL DAS GARRAS.;PALETIZADORA - KR63754;110;LINHA 02 - VIDRO
MAOB;12/07/2020;22650233;12344241;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-29-03;DESARME DO TRANSPORTE DE SAIDA DA ENCHED;TRANSPORTE ECH-PZ;115;LINHA 01 - LATA
MAOB;11/07/2020;22650316;12344273;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-01-01;MAGAZINE DE FOLHAS DESAJUSTADO;DESPALETIZADORA LATAS;115;LINHA 01 - LATA
MAOB;12/07/2020;22650318;12344279;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-11-01;Vazamento de ?a na torre de resfriamen;PASTEURIZADOR;120;LINHA 01 - LATA
MAOB;13/07/2020;22650352;12343993;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-36-02;Prepara? dos datadores;DATADOR - ROTULADORA 02;120;LINHA 02 - VIDRO
MAOB;13/07/2020;22650353;12343994;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-36-01;Prepara? dos datadores;DATADOR - ROTULADORA 01;120;LINHA 02 - VIDRO
MAOB;13/07/2020;22650354;12343995;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-36-02;Ajuste na data;DATADOR - ROTULADORA 02;120;LINHA 04 - VIDRO
MAOB;14/07/2020;22650355;12343996;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-01;FALHA DE ENCODER NA SA?A;INSPETOR LINATRONIC - K735-H45;120;LINHA 04 - VIDRO
MAOB;14/07/2020;22650356;12343997;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-01;CRASH NA SA?A DO LINATRONIC;INSPETOR LINATRONIC - K735-H45;120;LINHA 04 - VIDRO
MAOB;13/07/2020;22650357;12343998;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-20-02;Falha no empurrador 6411;PALETIZADOR II - KR63-G57;110;LINHA 03 - LATA
MAOB;14/07/2020;22650358;12343999;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-12-01;FALHA NO APLICADOR DE VERNIZ;ROTULADORA I - K407-509;120;LINHA 04 - VIDRO
MAOB;13/07/2020;22650359;12344370;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-28-02;Desarme do motor;TRANSPORTE EPC I-ROBOBOX I;120;LINHA 01 - LATA
MAOB;13/07/2020;22650378;12344223;ZM01;ENCE CONF CAPC CAPF NOLQ SCDM;2015-40-40-01-02-03;ANOMALIA: QUEIMADOR ESQUERDO NÏ LIGA.;CALDEIRA DE VAPOR GV-03;120;UTILIDADES
MAOB;12/07/2020;22650379;12344225;ZM01;ENCE CONF CAPC DNAT NOLQ SCDM;2015-20-20-01-01-01;DESPALETIZADORA TREPIDANDO A COLUNA.;DESPALETIZADORA - KR63755;110;LINHA 02 - VIDRO
MAOB;12/07/2020;22650384;12344256;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-01-01;FALHA NA PORTINHOLA.;DESPALETIZADORA LATAS;115;LINHA 01 - LATA
MAOB;11/07/2020;22650387;12344344;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-22;Bloqueio do motor 4605 - M101;TRANSPORTE PZ-RT II;120;LINHA 02 - VIDRO
MAOB;14/07/2020;22650393;12344353;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-00-01-50-01;Anomalia: sistema de ensilagem com parad;SALA DE PAINEIS;120;PROCESSO
MAOB;12/07/2020;22650405;12344292;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-28-01;SUBSTITUI?O DO PRESSOSTATO 2143-B401;TRANSPORTE DPL-DCX;120;LINHA 04 - VIDRO
MAOB;13/07/2020;22650448;12344339;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-04-01-02-01;BOMBA DOSADORA DIVOSAN EM FALHA;CIP CROSSFLOW;120;PROCESSO
MAOB;13/07/2020;22650609;12344327;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-02-01;TRAVAMENTO DE CAIXAS;DESENCAIXOTADORA - KR623-332;120;LINHA 04 - VIDRO
MAOB;13/07/2020;22650610;12344329;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-01;cilindro da portanhola;DESPALETIZA?O;115;LINHA 01 - LATA
MAOB;13/07/2020;22650611;12344361;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-09-01;FOI LUBRIFICADO HASTER DA VALVULA;ENCHEDORA LATAS;120;LINHA 01 - LATA
MAOB;12/07/2020;22650643;12344400;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-27-01;MESA GIRAT?IA NÏ CHEGA NA POSI?O FINA;TRANSPORTE DE PALETES-DPL LATAS;120;LINHA 01 - LATA
MAOB;13/07/2020;22650681;12344397;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-03-01;ESTEIRA COLETORA DE ROTULO PARANDO;LAVADORA DE GARRAFAS - K682-521;120;LINHA 04 - VIDRO
MAOB;12/07/2020;22650692;12344512;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-03-01;TORQUE PR?IMO DO TE?ICO MOTOR 2.;LAVADORA DE GARRAFAS - K682379;110;LINHA 02 - VIDRO
MAOB;13/07/2020;22650701;12344355;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-05-01;ALTO ?DICE DE REJEI?O CANTRONIC L1;CANTRONIC 01 - CHECKMAT LATAS;120;LINHA 01 - LATA
MAOB;13/07/2020;22650703;12344356;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-28-02;DESCARRILHAMENTO DE ESTEIRA G24 -10.;TRANSPORTE DCX-LCX;115;LINHA 02 - VIDRO
MAOB;12/07/2020;22650704;12344357;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-12-02;DESACOPLAMENTO DA EMBREAGEM SEL II L3;TAXOMATIC II - K084161;120;LINHA 03 - LATA
MAOB;13/07/2020;22650774;12344520;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-22;INVERSOR SEM FALHAS CONRRENTE ALTA.;TRANSPORTE PZ-RT II;115;LINHA 02 - VIDRO
MAOB;14/07/2020;22650783;12344409;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-01-01;Colis?do cabe?e;DESPALETIZADORA - KR63-G59;115;LINHA 04 - VIDRO
MAOB;13/07/2020;22650786;12344502;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-20;DESCARRILHAMENTO DE ESTEIRA B46 -05.;TRANSPORTE PZ-RT I/II;115;LINHA 02 - VIDRO
MAOB;13/07/2020;22650846;12344528;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-06-02;SET-UP FORA DO PADRÏ.;CHECKMAT TAXOMATIC I;110;LINHA 01 - LATA
MAOB;13/07/2020;22650847;12344570;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-40-42-01-04-03;FALHA NA TEMPERATURA DE OLEO DO COMP-3;COMPRESSAO DE AR 3;120;UTILIDADES
MAOB;13/07/2020;22650869;12344581;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-01;FALHA DO CABE?TE 5010;PALETIZADORA - KR63-G58;115;LINHA 04 - VIDRO
MAOB;15/07/2020;22650875;12344589;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-20-01;Esteiras trepidando;PALETIZADOR I - KR63-G56;110;LINHA 03 - LATA
MAOB;13/07/2020;22650959;12344575;ZM01;ENCE CONF CAPC CAPF NOLQ SCDM;2015-20-21-02-24-01;Falha no corte da embalagem;MAGAZINE DE TAMPAS - K826-2B2;115;LINHA 03 - LATA
MAOB;13/07/2020;22650962;12344579;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-11;TRANSBORDO DE AGUA ENTRADA PZ;PASTEURIZA?O;120;LINHA 02 - VIDRO
MAOB;15/07/2020;22651149;12344702;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-36-03;FALHA NO DATADOR POR JATO POSICIONADO FO;DATADOR - TAXOMATIC 03;120;LINHA 01 - LATA
MAOB;13/07/2020;22651154;12344811;ZM01;ENCE CONF CAPC DNAT NOLQ SCDM;2015-20-20-01-36-01;REPOSI?O DO DATADOR RESERVA.;DATADOR - ROTULADORA 01;110;LINHA 02 - VIDRO
MAOB;14/07/2020;22651156;12344816;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-23-01;crash na recravadora;RECRAVADORA - K826-2B3;120;LINHA 03 - LATA
DISM PROG;14/07/2020;22651158;12345135;ZM01;ENCE CONF IMPR CAPC DNAT MOME NOLQ;2015-20-20-01-28-02;RODA DE RETORNO DANIFICADA. G24-10.;TRANSPORTE DCX-LCX;110;LINHA 02 - VIDRO
MAOB;14/07/2020;22651159;12345137;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-28-01;Eixo dos rolos de apoio com desgaste TRP;TRANSPORTE DPL-DCX;110;LINHA 02 - VIDRO
MAOB;14/07/2020;22651167;12344640;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-24-01;MAGAZINE DE TAMPAS;MAGAZINE DE TAMPAS;115;LINHA 01 - LATA
MAOB;14/07/2020;22651183;12344650;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-28-03;enrrosco de caixa no virador de caixa a;TRANSPORTE LCX-MAGAZINE CXS;115;LINHA 04 - VIDRO
MAOB;14/07/2020;22651184;12344651;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-12;FALHA NO PURVERISADOR DE VERNIZ;ROTULAGEM E SELAGEM;120;LINHA 04 - VIDRO
MAOB;13/07/2020;22651185;12344653;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-20-02;DESCARRILHAMENTO DE ESTEIRA.;PALETIZADORA BICADAS 300 ML - KR63756;120;LINHA 02 - VIDRO
MAOB;15/07/2020;22651194;12344695;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-09-01;VALVULA 44 TRAVADA> REALIZAMOS A RETIRAD;ENCHEDORA LATAS;120;LINHA 01 - LATA
MAOB;14/07/2020;22651200;12344623;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-36-02;Ajuste na data da rotuladora;DATADOR - ROTULADORA 02;120;LINHA 04 - VIDRO
MAOB;14/07/2020;22651201;12344624;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-09-01;ENROSCO DE TAMPAS;ENCHEDORA DE GARRAFAS - K136-767;120;LINHA 04 - VIDRO
MAOB;14/07/2020;22651202;12344626;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-29-08;Ajuste na modula?;TRANSPORTE SECADORA I - TAXOMATIC I;120;LINHA 03 - LATA
MAOB;15/07/2020;22651208;12344629;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-23-01-20;FALTA BICO GRAXEIRO EM MANCAIS;PALETIZA?O;110;OUTROS
MAOB;14/07/2020;22651291;12344723;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-01;"FALHA NO MOTOREDUTOR DO EIXO ""P"" DO CABE";PALETIZADORA - KR63-G58;115;LINHA 04 - VIDRO
MAOB;14/07/2020;22651326;12345241;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-20-02;FALHA NO SENSOR DE LIBERA?O DE AR COMPR;PALETIZADOR II;115;LINHA 01 - LATA
MAOB;15/07/2020;22651330;12345247;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-17-01;FALHA DE MOTORES NÏ LIGAM.;ENVOLVEDORA;120;LINHA 04 - VIDRO
MAOB;14/07/2020;22651681;12345139;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-40-42-01-04-03;TEMPERATURA ALTA DO SEGUNDO ESTAGIO;COMPRESSAO DE AR 3;110;UTILIDADES
MAOB;15/07/2020;22651703;12345206;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-11-01;Temperatura sem controle apos parada;PASTEURIZADOR - K574430;115;LINHA 02 - VIDRO
MAOB;15/07/2020;22651704;12345208;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-01;Falha de colis?do cabe?e;PALETIZADORA - KR63-G58;115;LINHA 04 - VIDRO
MAOB;15/07/2020;22651705;12345209;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-03-01;Falha de nivel da caixa ajusante;LAVADORA DE GARRAFAS - K682-521;120;LINHA 04 - VIDRO
MAOB;15/07/2020;22651706;12345230;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-12-02;Falha desvio de gota;ROTULADORA II - K407-510;115;LINHA 04 - VIDRO
MAOB;14/07/2020;22651707;12345231;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-03-01;FALHA NO TANQUE 2 VALVULA 6101-M201;LAVADORA DE GARRAFAS - K682379;110;LINHA 02 - VIDRO
MAOB;14/07/2020;22651708;12345232;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-09-01;FALHA REDE ASI MASTER 03;ENCHEDORA - K136690;110;LINHA 02 - VIDRO
MAOB;17/07/2020;22651715;12345372;ZM01;ENCE CONF CAPC ERRD NOLQ SCDM;2015-20-23-01-51;FALHA F1072 A ALIMENTA?O ELETRICA PS5 N;SOPRADORA;110;OUTROS
MAOB;14/07/2020;22651743;12345156;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-28;SUBSTITUI?O DO CILINDRO PNEUMATICO;TRANSPORTADOR DE CAIXAS - KR67E61/E62;115;LINHA 02 - VIDRO
MAOB;15/07/2020;22651748;12345281;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-20-01;FALHA DE COMUNICA?O NA TELA TATIL;PALETIZADOR I;115;LINHA 01 - LATA
MAOB;15/07/2020;22651749;12345282;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-20-02;FALHA NO EIXO Z MODULO 2;PALETIZADOR II;115;LINHA 01 - LATA
MAOB;15/07/2020;22651750;12345283;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-40-43;COMPR DE NH3 ?PART COM FALHA DE CONEXÏ;BENEFICIAMENTO DE CO2;120;UTILIDADES
MAOB;14/07/2020;22651777;12345226;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-00-01-06-03;TRANSPORTE OBSTRUIDO;TRANSPORTE DE ROSCA P?E PALHA;120;PROCESSO
MAOB;16/07/2020;22651790;12345269;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-06-05;NÏ IDENTIFICANDO GARRAFA TESTE;INSPETOR LINATRONIC - K774-A33;120;LINHA 04 - VIDRO
MAOB;16/07/2020;22651791;12345290;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-06-01;INSPETOR NÏ DETECTAVA GRF TESTE FUNDO;INSPETOR LINATRONIC - K774-A32;120;LINHA 04 - VIDRO
MAOB;15/07/2020;22651792;12345291;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-01-02;FALHA NA PEGADA DO CHAPA TEX;DESPALETIZADORA GRF NOVA -  KR74-636;120;LINHA 04 - VIDRO
MAOB;16/07/2020;22651793;12345292;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-36-03;DATADOR EM FALHA;DATADOR - EMPACOTADORA;120;LINHA 04 - VIDRO
MAOB;15/07/2020;22651794;12345293;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-29-33;BASE DE FIXA?O DOS GUIAS LATERAIS EMPEN;TRANSP. LINATRONIC II INSP CHEIO -ROT II;120;LINHA 04 - VIDRO
MAOB;15/07/2020;22651799;12345299;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-28-05;ESTEIRA ATRASANDO CAIXA NA ENTRADA DA DI;TRANSPORTE ECX-PL;120;LINHA 02 - VIDRO
MAOB;14/07/2020;22651976;12345211;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-20-01;FALHA NA ENTRADA DE CAIXAS. ONDE A MQUI;PALETIZADORA - KR63754;110;LINHA 02 - VIDRO
MAOB;15/07/2020;22651977;12345323;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-40-43-01-09-01;COMPRESSOR CO2 01 NÏ LIGA;COMPRESSOR DE CO2 01;120;UTILIDADES
MAOB;15/07/2020;22652035;12345405;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-17-01;FALHA DE SEGURAN? SISTEMA DE AR COMP;ENVOLVEDORA;115;LINHA 04 - VIDRO
DISM PROG;15/07/2020;22652041;12345331;ZM01;ENCE CONF CAPC IMPA MOME MatC NOLQ;2015-20-20-01-29-18;TOMBAMENTO DE GARRAFAS.;TRANSPORTE SAIDA SUP PZ-RT;110;LINHA 02 - VIDRO
DISM PROG;15/07/2020;22652042;12345335;ZM01;ENCE CONF CAPC IMPA MOME MatC NOLQ;2015-20-20-01-29-19;TOMBAMENTO DE GARRAFAS.B42-02;TRANSPORTE SAIDA INF PZ-RT;110;LINHA 02 - VIDRO
MAOB;16/07/2020;22652080;12345389;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-21-01-18-01;FALHA DE BAIXA PRESSÏ DE AR NO SISTEMA.;EMPACOTADORA I;110;LINHA 01 - LATA
MAOB;15/07/2020;22652086;12345498;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-17-01;FALHA POR TEMPO EXCEDIDO DE PIN? FECHAD;ENVOLVEDORA I;120;LINHA 01 - LATA
MAOB;16/07/2020;22652105;12345395;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-20-01;Falha de seguimento de palete 8811;PALETIZADOR I - KR63-G56;115;LINHA 03 - LATA
MAOB;15/07/2020;22652184;12345590;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-40-45-01;BANCO DE CAPACITORES NÏ FUNCIONAM;SUBESTA?ES EL?RICA;120;UTILIDADES
MAOB;16/07/2020;22652299;12345843;ZM01;ENCE CONF CAPC MOME NOLQ;2015-20-20-02-28-01;SUB ESTEIRA TRP DPL-DCX G21-03;TRANSPORTE DPL-DCX;110;LINHA 04 - VIDRO
MAOB;15/07/2020;22652375;12345736;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-24-01;FALHA NO ATUADOR DA PORTA SEG MAG TAMPA;MAGAZINE DE TAMPAS;115;LINHA 01 - LATA
MAOB;15/07/2020;22652379;12345802;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-24-01;FALHA NO CORTE DO PAPEL DO CARTUCHO TAMP;MAGAZINE DE TAMPAS - K826-2B2;120;LINHA 03 - LATA
MAOB;16/07/2020;22652382;12345745;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-06-01;Falha na rejei? de garrafa teste;INSPETOR LINATRONIC - K774-A32;120;LINHA 04 - VIDRO
MAOB;15/07/2020;22652383;12345746;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-23-01;CRASH NA SAIDA DA RECRAVADORA;RECRAVADORA DE LATAS;115;LINHA 01 - LATA
MAOB;16/07/2020;22652384;12345747;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-15-01;falha no sensor de espa?livre;MAGAZINE DE CAIXAS - KR69087;120;LINHA 02 - VIDRO
MAOB;15/07/2020;22652412;12345790;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-04-01;travamento da esteira interna da lavador;LAVADORA DE CAIXAS - K690600;115;LINHA 02 - VIDRO
MAOB;15/07/2020;22652413;12345791;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-19;queda de garrafas no transporte;TRANSPORTE SAIDA INF PZ-RT;115;LINHA 02 - VIDRO
MAOB;15/07/2020;22652422;12345806;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-17-01;suporte quebrado;ENVOLVEDORA I;120;LINHA 01 - LATA
MAOB;16/07/2020;22652427;12345813;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-06-03;EXPULSANDO LATAS BOAS R?ULO DE TAMPA.;CHECKMAT TAXOMATIC II - K731CH7;120;LINHA 03 - LATA
MAOB;16/07/2020;22652433;12345819;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-00-03-01-03-02;Cart?analogico danificado;TANCAGEM FERMENTA?O - YST02;120;PROCESSO
MAOB;16/07/2020;22652593;12345861;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-21-01-29-10;CARRO DA MESA TRAVADO> FOMOS INFORMADOS;TRP SAIDA TAXOMATIC I/II/II-MESA ACUMULO;120;LINHA 01 - LATA
MAOB;16/07/2020;22652594;12345863;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-02-18-01;ESTEIRA REGINA DANIFICADA;EMPACOTADORA - KR96-I94;115;LINHA 04 - VIDRO
MAOB;16/07/2020;22652641;12345767;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-12-01;FALHA MASTER 4 3901-K12;ROTULADORA I - K406194;120;LINHA 02 - VIDRO
MAOB;16/07/2020;22652642;12345768;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-18-01;TRAVAMENTO DAS ESTEIRAS DE ENTRADA;EMPACOTADORA - KR96-I94;115;LINHA 04 - VIDRO
MAOB;17/07/2020;22652643;12345822;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-18-01;FALHA NO SENSOR DE SA?A DO FORNO;EMPACOTADORA - KR96-I94;115;LINHA 04 - VIDRO
MAOB;17/07/2020;22652644;12345823;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-01-02;FALHA NA PORTA 1203-W101;DESPALETIZADORA GRF NOVA -  KR74-636;120;LINHA 04 - VIDRO
MAOB;17/07/2020;22652646;12345825;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-18-01;FALHA NO SENSOR DE SA?A DO FORNO;EMPACOTADORA I - KR96 - I91;115;LINHA 03 - LATA
MAOB;18/07/2020;22652647;12345826;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-23-01-51;FALHA: A ALIMENTA?O ELETRICA PS5 NÏ ES;SOPRADORA;110;OUTROS
